1,1,556.549,556.549,100
1,4,354.418,354.418,99
1,7,99.636,12.636,98
1,8,662.66,662.66,98
1,9,455.093,455.093,97
1,10,243.788,243.788,96
1,13,667.28,667.28,95
1,17,521.601,521.601,94
1,20,99.0681,40.0681,93
1,24,99.3826,54.3826,93
1,26,613.812,613.812,93
1,30,442.408,442.408,92
1,31,163.084,163.084,91
1,34,200.751,200.751,90
1,41,251.638,251.638,89
1,42,735.033,735.033,88
1,43,99.5786,54.5786,87
1,46,517.283,517.283,87
1,47,149.626,59.6262,86
1,48,568.334,568.334,86
1,49,336.4,336.4,85
1,50,99.4696,47.4696,84
1,52,501.621,501.621,84
1,55,537.221,537.221,83
1,59,650.903,650.903,82
1,60,484.519,484.519,81
1,63,149.466,72.4658,80
1,65,149.529,62.5286,80
1,71,798.301,798.301,80
1,74,642.929,642.929,79
1,75,281.196,281.196,78
1,77,773.274,773.274,77
1,82,121.922,121.922,76
1,85,652.967,652.967,75
1,87,312.428,312.428,74
1,90,533.146,533.146,73
1,93,161.295,161.295,72
1,94,333.252,333.252,71
1,95,149.295,49.2952,70
1,96,433.984,433.984,70
1,98,678.43,678.43,69
2,7,86.072,3.07196,68
2,11,532.558,532.558,68
2,15,376.579,376.579,67
2,20,58.6803,33.6803,66
2,24,101.203,101.203,66
2,25,389.411,389.411,65
2,37,342.72,342.72,64
2,43,231.898,231.898,63
2,47,109.561,109.561,62
2,50,51.891,18.891,61
2,56,677.578,677.578,61
2,63,345.137,345.137,60
2,65,86.3992,58.3992,59
2,67,349.845,349.845,59
2,68,222.615,222.615,58
2,70,516.215,516.215,57
2,72,98.5055,15.5055,56
2,89,631.032,631.032,56
2,95,99.8029,58.8029,55
3,7,82.7563,2.7563,55
3,20,33.3006,33.3006,55
3,50,32.3722,18.3722,54
3,65,58.7142,58.7142,54
3,72,82.7407,9.74065,53
3,95,113.224,113.224,53
4,5,745.168,745.168,52
4,7,79.7676,3.76764,51
4,27,209.714,209.714,51
4,50,18.2662,18.2662,50
4,72,72.4377,10.4377,49
5,7,75.0336,2.03362,49
5,58,213.212,213.212,49
5,72,61.9432,10.9432,48
5,84,749.19,749.19,48
6,7,72.956,1.95601,47
6,72,438.241,438.241,47
7,7,70.557,2.55703,46
8,7,117.142,2.14199,46
9,7,114.768,1.76775,46
9,66,685.435,685.435,46
10,7,112.887,1.88664,45
10,14,791.022,791.022,45
11,7,110.737,1.73681,44
12,7,108.657,1.65708,44
12,53,719.932,719.932,44
13,7,106.727,3.72708,43
14,7,102.683,3.68333,43
15,7,98.7019,2.70191,43
16,7,95.4997,3.4997,43
17,7,91.9379,2.9379,43
18,7,88.0468,4.0468,43
19,7,83.6718,2.67182,43
20,7,80.9686,1.96862,43
21,7,78.3384,2.33839,43
22,7,75.432,2.43205,43
23,7,72.8146,1.81463,43
24,7,70.771,1.77102,43
25,7,68.7715,1.77151,43
26,7,66.7818,1.78177,43
27,7,64.8006,3.80062,43
28,7,60.8176,3.81758,43
29,7,56.7007,2.70068,43
30,7,53.429,3.42905,43
31,7,49.0875,3.0875,43
32,7,45.7892,2.78921,43
33,7,42.7543,3.75434,43
34,7,38.0753,2.07531,43
35,7,35.9813,1.98126,43
36,7,83.5823,2.58234,43
37,7,80.1399,2.1399,43
38,7,77.7895,1.78947,43
39,7,75.9127,1.9127,43
40,7,73.763,1.76299,43
41,7,71.7159,1.71588,43
42,7,69.7154,3.71538,43
43,7,65.6776,3.67758,43
44,7,61.6761,2.67612,43
45,7,58.6615,3.66147,43
46,7,54.9654,2.9654,43
46,16,765.958,765.958,43
47,7,51.0436,4.04358,42
48,7,46.6884,2.68845,42
49,7,43.9997,1.99969,42
50,7,41.3633,2.36334,42
51,7,38.4689,2.46891,42
52,7,35.1051,2.10511,42
53,7,32.7925,1.79253,42
54,7,30.7801,1.78015,42
54,45,721.668,721.668,42
55,7,28.771,1.77096,41
56,7,26.5873,3.58729,41
57,7,22.6175,3.61754,41
58,7,18.6774,2.67743,41
59,7,15.3545,3.35447,41
60,7,11.1183,3.11825,41
61,7,7.86432,2.86432,41
62,7,4.86515,3.86515,41
66,2,657.87,657.87,40
99,83,777.102,777.102,35
105,29,798.682,798.682,31
195,28,783.333,783.333,28
208,35,492.767,477.767,26
209,35,712.439,712.439,26
296,22,754.281,663.281,24
326,22,781.663,781.663,23
400,12,786.085,49.0855,22
400,18,620.39,620.39,22
400,23,500.107,384.107,21
400,36,788.501,353.501,21
400,40,450.838,369.838,21
400,54,550.672,102.672,21
400,61,300.945,282.945,21
400,62,782.368,109.368,21
401,12,736.058,45.058,21
401,23,115.237,69.2368,21
401,36,474.578,474.578,21
401,40,168.053,168.053,20
401,54,447.001,212.001,19
401,61,515.244,515.244,19
401,62,672.176,109.176,18
402,12,690.455,39.4548,18
402,23,63.7586,63.7586,18
402,54,234.397,183.397,17
402,62,562.946,114.946,17
403,12,650.065,37.0647,17
403,54,317.417,317.417,17
403,62,447.68,141.68,16
403,69,747.686,666.686,16
403,99,447.685,351.685,16
404,12,612.471,37.4705,16
404,62,305.017,163.017,16
404,69,370.819,370.819,16
404,92,796.415,785.415,15
405,12,574.84,40.8397,15
405,62,201.695,201.695,15
405,92,745.034,745.034,14
406,12,533.928,47.9281,13
407,12,485.442,60.4417,13
407,99,498.723,498.723,13
408,12,424.797,81.7966,12
408,76,656.711,656.711,12
409,12,342.458,118.458,11
410,12,223.994,182.994,11
410,39,740.856,740.856,11
411,12,296.464,296.464,10
412,88,777.785,752.785,9
413,88,520.007,520.007,9
802,49,550.129,200.129,10
802,75,400.182,111.182,10
803,49,349.373,218.373,12
803,75,288.736,250.736,12
804,49,385.378,385.378,12
804,75,261.171,261.171,11
805,27,494.66,494.66,11
